Offset(P)            #Ptr   #Hnd Access Name
0x000000000219e120      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x000000000219e320      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000219f320      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\hnetwiz.dll
0x000000000219f750      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\ipnathlp.dll
0x000000000219fb70      1      1 ------ \Device\Afd\Endpoint
0x000000000219fdf0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021a0028      2      1 ------ \Device\NamedPipe\ROUTER
0x00000000021a0848      1      1 ------ \Device\NamedPipe\net\NtControlPipe11
0x00000000021a2320      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021a45a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021a5668      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021a6c68      2      1 RW--w- \Device\HarddiskVolume1\pagefile.sys
0x00000000021a6d00      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wow32.dll
0x00000000021a7500      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021a75a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021a7f10      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\NTUSER.DAT
0x00000000021a88d8      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\ntuser.dat.LOG
0x00000000021a8f90      1      1 ------ \Device\NamedPipe\winlogonrpc
0x00000000021a98f0      2      1 ------ \Device\NamedPipe\atsvc
0x00000000021aaef8      1      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\Internet.evt
0x00000000021aaf90      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_adm
0x00000000021ac5e0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0411
0x00000000021adf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\repair\setup.log
0x00000000021ae220      1      1 ------ \Device\NamedPipe\net\NtControlPipe2
0x00000000021aff90      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\desktop.ini
0x00000000021b0320      1      1 ------ \Device\NamedPipe\net\NtControlPipe4
0x00000000021b0f90      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\@WANADECRYPTOR@.EXE-06F053F5.pf
0x00000000021b1e68      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041a
0x00000000021b1f90      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0418
0x00000000021b2028      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0406
0x00000000021b2108      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0407
0x00000000021b2c48      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\rasppp.dll
0x00000000021b3e90      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0425
0x00000000021b3f90      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041e
0x00000000021b6028      2      1 R--rw- \Device\HarddiskVolume1\Program Files\xerox\nwwia
0x00000000021b6438      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0816
0x00000000021b6560      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0804
0x00000000021b72c0      3      1 ------ \Device\NamedPipe\net\NtControlPipe2
0x00000000021b7e40      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0402
0x00000000021b7f68      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0C0A
0x00000000021b8028      1      1 ------ \Device\Afd\Endpoint
0x00000000021b8ec0      3      1 ------ \Device\NamedPipe\net\NtControlPipe0
0x00000000021b9028      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\ntuser.dat.LOG
0x00000000021b9318      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\CINTLGNT
0x00000000021b9748      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021ba868      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\davclnt.dll
0x00000000021bb028      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x00000000021bc068      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021be198      3      2 ------ \Device\RawIp\255
0x00000000021bf230      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Setup
0x00000000021bf318      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Com
0x00000000021bf758      1      1 ------ \Device\NamedPipe\Ctx_WinStation_API_service
0x00000000021bfc08      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1\applets
0x00000000021c0dd0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021c1198      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000021c1318      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Internet Explorer\Connection Wizard
0x00000000021c13f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\xircom
0x00000000021c1688      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1
0x00000000021c1720      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\MSInfo
0x00000000021c1a98      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\Lexicon\1033
0x00000000021c1bc0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\PINTLGNT
0x00000000021c1c80      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\shared
0x00000000021c21f0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System
0x00000000021c2288      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT
0x00000000021c2830      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\srchasst
0x00000000021c28c8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime
0x00000000021c2960      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Movie Maker
0x00000000021c29f8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna
0x00000000021c2ad0      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x00000000021c2ef8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows Media Player
0x00000000021c2f90      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\DAO
0x00000000021c3238      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprvse.exe
0x00000000021c3610      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\UploadLB\Binaries
0x00000000021c3c58      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021c3d00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021c3ea8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0427
0x00000000021c3f90      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0426
0x00000000021c4c58      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021c4d00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021c59a0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS
0x00000000021c5f90      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem\xml
0x00000000021c6028      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0405
0x00000000021c61c8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Triedit
0x00000000021c62f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imjp8_1
0x00000000021c6f90      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\upnp.dll
0x00000000021c7108      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0404
0x00000000021c72f0      2      1 ------ \Device\NamedPipe\winlogonrpc
0x00000000021c8320      1      1 ------ \Device\NamedPipe\winlogonrpc
0x00000000021c8c68      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\donny
0x00000000021c9c68      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\filemgmt.dll
0x00000000021ca028      2      1 ------ \Device\Afd\Endpoint
0x00000000021cb198      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000021cc870      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Tour Windows XP.lnk
0x00000000021cd108      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0408
0x00000000021cd438      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Command Prompt.lnk
0x00000000021cd508      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Outlook Express\msimn.exe
0x00000000021cdbc8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi
0x00000000021cdc60      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bin\1033
0x00000000021cde18      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\040b
0x00000000021ce1d0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0410
0x00000000021ce2f8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\040e
0x00000000021ce898      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin
0x00000000021ceba0      1      0 R--rw- \Device\HarddiskVolume1\Program Files\MSN Gaming Zone\Windows\bckgzm.exe
0x00000000021cf260      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\usmt
0x00000000021cf3f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0401
0x00000000021cf4b0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Accessories
0x00000000021cfb68      1      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\Debug\PASSWD.LOG
0x00000000021d08d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021d0d00      2      1 R--rw- \Device\HarddiskVolume1\Program Files\microsoft frontpage\version3.0\bin
0x00000000021d0dd0      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\mof
0x00000000021d1028      1      1 ------ \Device\Afd\Endpoint
0x00000000021d15a8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bots\vinavbar
0x00000000021d1d60      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021d2138      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021d2238      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admisapi\scripts
0x00000000021d26a8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\servsupp
0x00000000021d2740      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers
0x00000000021d2f50      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts
0x00000000021d3378      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bin
0x00000000021d3410      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\inetsrv
0x00000000021d3850      2      1 ------ \Device\NamedPipe\Ctx_WinStation_API_service
0x00000000021d3c60      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin\_vti_aut
0x00000000021d4028      2      1 ------ \Device\Afd\Endpoint
0x00000000021d4550      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\DataStore\Logs\edb.log
0x00000000021d5028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021d5198      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\netui1.dll
0x00000000021d6218      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admcgi\scripts
0x00000000021d6318      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\1033
0x00000000021d69d8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Manifests\x86_Microsoft.Windows.SystemCompatible_6595b64144ccf1df_5.1.2600.2000_x-ww_bcc9a281.Manifest
0x00000000021d7908      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Manifests\x86_Microsoft.Windows.Networking.RtcRes_6595b64144ccf1df_5.2.2.3_en_16a24bc0.Manifest
0x00000000021d79a0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Manifests\x86_Microsoft.Windows.Networking.RtcDll_6595b64144ccf1df_5.2.2.3_x-ww_d6bd8b95.Manifest
0x00000000021d7e08      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Microsoft Update Catalog.lnk
0x00000000021d7f90      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\es.dll
0x00000000021d8690      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021d8ac0      1      0 -W---- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\s.wnry
0x00000000021da708      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\OEMINFO.INI
0x00000000021dac68      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Installer\{20C31435-2A0A-4580-BE8B-AC06FC243CA4}\python_icon.exe
0x00000000021dad60      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Help
0x00000000021dadf8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin\_vti_adm
0x00000000021db7b0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000021dc028      1      0 R--r-d \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\taskdl.exe
0x00000000021dc3a8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\Character Map.lnk
0x00000000021dc440      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Notepad.lnk
0x00000000021dc578      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Administrative Tools\Local Security Policy.lnk
0x00000000021dc940      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\rcimlby.exe
0x00000000021dc9d8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\explorer.exe
0x00000000021dcb68      2      1 ------ \Device\Afd\Endpoint
0x00000000021dce00      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Program Compatibility Wizard.lnk
0x00000000021dcf90      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x00000000021dd238      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\davclnt.dll
0x00000000021dd440      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mfc42.dll
0x00000000021dd4d8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\desktop.ini
0x00000000021dd6a8      2      1 ------ \Device\NamedPipe\protected_storage
0x00000000021ddb80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wucltui.dll.mui
0x00000000021ddf90      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\taskkill.exe
0x00000000021de828      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\Fonts\arialbd.ttf
0x00000000021df420      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Remote Assistance.lnk
0x00000000021e0988      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\attrib.exe
0x00000000021e0c20      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021e0d98      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Accessibility\Accessibility Wizard.lnk
0x00000000021e16b0      1      1 ------ \Device\Afd\Endpoint
0x00000000021e1748      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Python 2.7\Python Manuals.lnk
0x00000000021e2760      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Games\Internet Checkers.lnk
0x00000000021e28f8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\fldrclnr.dll
0x00000000021e2ad8      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR
0x00000000021e2b70      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\OBJECTS.MAP
0x00000000021e5098      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021e5418      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\rundll32.exe
0x00000000021e55c0      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-400-0
0x00000000021e5be8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\oembios.bin
0x00000000021e5d20      2      1 R--rwd \Device\HarddiskVolume1\$Extend\$ObjId
0x00000000021e7038      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021e72e0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021e7418      1      1 ------ \Device\Afd\Endpoint
0x00000000021e75a8      1      0 RW-rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\desktop.ini
0x00000000021e7c68      1      1 ------ \Device\NamedPipe\spoolss
0x00000000021e7df8      2      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\SysEvent.Evt
0x00000000021e8740      1      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
0x00000000021e88b0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\System Information.lnk
0x00000000021e8980      1      0 R--rw- \Device\HarddiskVolume1\Program Files\MSN Gaming Zone\Windows\hrtzzm.exe
0x00000000021e8b38      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS
0x00000000021e8f28      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\msadc
0x00000000021e9c28      1      1 ------ \Device\Afd\Endpoint
0x00000000021eaf90      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\els.dll
0x00000000021eb250      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Policies\x86_policy.5.2.Microsoft.Windows.Networking.Rtcdll_6595b64144ccf1df_x-ww_c7b7206f\5.2.2.3.Policy
0x00000000021eb2e8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Policies\x86_policy.5.2.Microsoft.Windows.Networking.Dxmrtp_6595b64144ccf1df_x-ww_362e60dd\5.2.2.3.Policy
0x00000000021eb420      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\MSInfo\msinfo32.exe
0x00000000021ec748      1      1 ------ \Device\NamedPipe\wkssvc
0x00000000021ec970      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021ed748      2      1 ------ \Device\NamedPipe\wkssvc
0x00000000021ed810      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Manifests\x86_Microsoft.Windows.Networking.Dxmrtp_6595b64144ccf1df_5.2.2.3_x-ww_468466a7.Manifest
0x00000000021ed9e0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Manifests\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.6002.23084_x-ww_f3f35550.Manifest
0x00000000021ee698      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\freecell.exe
0x00000000021eeaf0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\drprov.dll
0x00000000021eef90      2      1 ------ \Device\NamedPipe\ntsvcs
0x00000000021ef980      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\netshell.dll
0x00000000021efc80      1      1 ------ \Device\NamedPipe\protected_storage
0x00000000021f02b8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021f0b70      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021f1418      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\Files and Settings Transfer Wizard.lnk
0x00000000021f1700      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_aut
0x00000000021f18d8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\msiexec.exe
0x00000000021f1c88      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Outlook Express.lnk
0x00000000021f1f90      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\DataStore\DataStore.edb
0x00000000021f2368      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x00000000021f2400      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\donny\My Documents\desktop.ini
0x00000000021f2910      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021f2b70      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000021f3870      1      0 R--rw- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\tasksche.exe
0x00000000021f3d00      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000021f3d98      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Entertainment\Windows Media Player.lnk
0x00000000021f4f90      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu
0x000000000220ea70      5      1 RWDr-- \Device\HarddiskVolume1\System Volume Information\tracking.log
0x000000000220ec40      1      0 -W---- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\msg\m_turkish.wnry
0x000000000220feb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\MSCTF.dll
0x0000000002210278      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\software.LOG
0x00000000022109d0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\AppPatch
0x0000000002210df0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000002211028      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Communications\Network Connections.lnk
0x00000000022118f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msnsspc.dll
0x0000000002211d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winipsec.dll
0x0000000002211f90      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\System Restore.lnk
0x0000000002212028      1      0 -W---- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\msg\m_russian.wnry
0x0000000002212668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oakley.dll
0x0000000002212a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipsecsvc.dll
0x0000000002212eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srvsvc.dll
0x00000000022133b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dhcpcsvc.dll
0x0000000002213c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\digest.dll
0x00000000022148f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credssp.dll
0x00000000022159a0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Policies\x86_policy.1.0.Microsoft.Windows.GdiPlus_6595b64144ccf1df_x-ww_4e8510ac\1.0.6002.23084.Policy
0x0000000002215c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netlogon.dll
0x0000000002216028      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\desktop.ini
0x0000000002216510      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pstorsvc.dll
0x00000000022168f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdigest.dll
0x0000000002216f28      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msxml3r.dll
0x0000000002217200      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem
0x0000000002217528      1      0 -W---- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\msg\m_spanish.wnry
0x0000000002217668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netmsg.dll
0x0000000002217a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iphlpapi.dll
0x0000000002217cd0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\rasmans.dll
0x0000000002217f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries\pchsvc.dll
0x0000000002218320      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Entertainment\Volume Control.lnk
0x00000000022184b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netman.dll
0x0000000002218800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winspool.drv
0x0000000002218c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schannel.dll
0x00000000022193f0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022195a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dmserver.dll
